RegionID,RegionName,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
10608,Buena Park,CA,Los Angeles-Long Beach-Anaheim,Orange County,500,162800,162700,162500,162400,162300,162300,162400,162600,162800,163200,163500,163500,163600,163900,164200,164700,165400,166200,167300,168600,170200,171900,173600,175000,176500,177800,179000,180100,181200,182200,183100,184100,185100,186200,187100,187800,188300,188900,189600,190400,191400,192600,194200,196000,198200,200600,203100,205400,207800,210300,212700,215200,217600,220100,222500,224900,227400,229800,231900,233800,235600,237200,239000,240800,242700,244800,247200,249900,252800,255900,259100,262400,265800,269500,273500,277900,282500,287300,292200,297300,302200,306700,311200,316000,321100,326500,332400,338600,345400,352500,360000,367500,375300,383600,392600,402500,413200,424400,435300,445000,452900,459200,464200,468600,473000,477800,482800,488100,493500,498700,504100,509900,516000,522600,529800,537100,544700,551900,558300,564300,569400,573400,576100,577500,577800,577500,576600,575100,573800,572700,571300,569100,565900,561900,556400,548900,539600,529700,519600,509300,498300,486900,475300,463800,452700,442800,434200,426800,421000,416300,411900,407700,403600,399400,394700,389300,383400,377400,372600,370400,370700,372300,374500,376900,378900,380100,380200,379800,380800,382700,383500,383000,381400,378900,375700,371900,368600,366600,365500,364600,363400,361000,358600,357000,356000,354400,352900,352800,353700,354300,354600,355000,355200,356000,358000,360900,363300,367000,371400,375300,379100,384300,391100,399700,409400,418300,427000,433400,437000,439300,441800,443700,444400,444800,446100,447200,447900,449200,449800,449800,450800,452300,453400,455700,458500,460900,463700,467200,470900,474600,478200,481800,485700,490200,493600,496200,499000,501200,502700,505500,508000,509500,511000,513800,517100,520300,524000,527700,530500,533600,537800,540700,542400,544700,547500,549800,552300,555500,558200,561500,565600,570800,574500,576500,577800,580000,582100,583800,585000,584400,584700,586800,589000,589600,589900,589000,588400,588700,589000,590000,593600,597800
50677,Alhambra,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,504,181500,181200,180800,180300,179800,179300,178900,178600,178600,178800,178900,178900,178900,179000,179100,179400,179800,180400,181100,182100,183400,184900,186300,187400,188400,189400,190300,191100,191900,192600,193500,194400,195600,196800,198000,198900,199700,200400,201200,201900,202600,203500,204500,205800,207400,209400,211500,213400,215400,217400,219400,221400,223200,225000,226900,228700,230800,232900,234900,236900,238800,240600,242400,244200,246000,248000,250300,252800,255800,259200,262900,266700,270800,275000,279400,283900,288500,293200,298200,303400,308700,313600,318200,322800,327600,332600,338100,343900,350100,356500,363100,370000,377200,384800,392900,401800,411400,421600,432100,442700,452900,462300,470700,477900,484200,490200,495900,501500,507000,512400,518400,524800,531600,539000,546700,553900,560400,566200,571200,575900,580100,583600,586200,587000,585700,583400,580900,578500,576700,575400,574000,572200,569800,566900,563600,559200,553000,546400,539600,532800,526300,519800,512900,505000,496000,486800,478400,472000,467700,465200,462900,461200,460100,459500,458400,456400,453300,449400,447400,449200,453400,458000,462600,466600,469100,471200,472300,473400,476600,480700,481300,478600,477200,475400,472900,470600,469300,467500,466400,464600,462200,460900,461300,461400,460100,458000,456200,454700,452100,448400,445200,444600,446300,448300,450400,453000,455400,457800,461100,465600,470500,476800,484600,494100,503000,511400,519200,524600,528100,531800,535000,537500,540400,542200,543900,547100,551500,555800,560100,564600,568000,570200,572200,573500,575300,579500,585000,589000,592200,594100,594100,592900,591200,589800,589300,589600,590600,592800,594700,596900,597500,597200,599500,605800,611900,617600,622700,628700,634900,640200,643900,646600,648400,650700,654300,658300,663200,669300,675400,680100,683800,690000,697900,702600,704800,707600,710800,714100,718000,721000,723600,726200,728300,730600,730800,728800,727700,728600,726200,722300,722300,726300
51239,Camarillo,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,542,211400,211200,210900,210600,210200,209900,209700,209700,210000,210700,211400,212000,212700,213500,214400,215500,216700,217900,219200,220600,222500,224800,227000,229100,231200,233400,235600,237800,239900,241900,243900,245900,248200,250600,252900,254800,256600,258300,260000,261600,263100,264600,266300,268000,270100,272600,275100,277500,280100,282800,285700,288600,291700,294900,298000,301100,304100,307100,309800,312300,314500,316700,318900,321300,323800,326600,329700,333100,336900,340900,345000,349100,353300,357600,362200,367000,372100,377300,382700,388200,393900,399400,404900,410600,416400,422200,428300,434800,441900,450000,458900,468600,478700,488900,499300,510600,523400,537300,551700,565400,577600,588000,597100,605100,612400,618800,623800,627500,630200,632200,634000,636000,638600,642300,646600,650800,654800,658500,662100,665700,668900,671100,672100,671300,668700,664900,659900,653500,646700,640800,635500,630000,623700,616800,608900,599800,590000,580600,571300,561800,552300,543800,536100,528300,520200,512500,505000,498100,492200,487700,483700,479700,475700,472500,469400,465000,459300,453200,448200,445400,444000,442900,441600,440500,440300,441500,442900,444500,446800,447000,445300,444000,444200,444600,444000,442300,438800,433700,427600,421800,415700,412500,412100,411300,408400,404400,401400,400400,402400,403400,403800,405500,408800,411800,414200,417800,422600,426700,430700,435200,438300,441300,445600,451700,461400,473000,485000,497600,506800,512200,516800,522200,527300,530500,533000,536300,537800,537600,536200,532600,529300,529700,530900,532700,534700,537300,539900,542200,544200,547200,550100,551900,554700,559500,564900,568300,569700,572800,577500,581100,582800,584200,584100,584100,586400,589600,591900,593800,596300,599600,603500,605300,605400,605200,606300,607500,608700,610600,614000,616900,620900,627200,633100,635600,637600,641200,643500,643800,643900,644500,644500,644400,643800,644100,645500,647000,646500,645000,644500,645300,645200,644700
12292,Lakewood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,556,161900,161600,161300,160900,160600,160300,160200,160300,160700,161200,161700,162100,162500,163000,163500,163900,164600,165300,166200,167300,168700,170300,171900,173200,174400,175400,176300,177000,177700,178500,179400,180500,182000,183600,185200,186700,188200,189700,191200,192700,194200,195700,197300,199000,201000,203100,205300,207200,209100,211000,212900,214700,216400,218200,219900,221800,223700,225900,228000,229900,231700,233500,235200,236900,238600,240400,242400,244700,247300,250300,253600,257100,260900,264900,269200,273800,278700,283800,289200,295000,300800,306100,310900,315700,320800,326100,331900,338100,344600,351200,357800,364600,371700,379500,388000,397300,407400,418000,428700,439100,449000,458000,466100,472900,478800,484300,489600,495100,500900,506900,513400,520100,526900,533900,541100,547800,553700,559000,563400,567400,570600,573000,574500,574200,571700,568000,563900,559400,555000,551000,547200,542900,538100,533000,527800,521700,514600,507200,500000,493100,486400,479600,472100,463400,453300,442900,433100,425800,421000,417700,414500,411600,409200,407100,404800,401800,397900,393800,391300,391600,393600,395800,398100,400300,402300,403800,404400,404200,405900,408400,408300,405400,403600,401500,398600,395600,392700,389400,386700,384200,381100,377800,375400,373000,369200,365100,362600,360700,358800,357400,356500,357000,359200,362000,364700,366800,368400,370800,374600,379300,383800,387800,393400,401500,409800,417500,424400,430500,435800,440000,442400,444100,445400,446400,447900,450200,451800,453200,455600,458500,460200,460900,461100,460700,461600,464600,467900,469700,471600,474700,477900,479900,481600,485300,490500,495300,499600,504100,507700,510800,513900,516100,517800,521000,525100,528600,530500,533100,536700,540100,543000,545600,547500,549300,552000,555500,559700,563000,565300,567700,570300,573800,577700,579600,579700,579700,579600,579700,580600,582100,585300,588500,590200,591500,592100,590800,588900,588300,587600,587700,589900,593000
24245,Covina,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,560,157100,157100,157000,156800,156600,156400,156400,156300,156400,156700,156800,156600,156500,156500,156500,156700,157000,157600,158400,159400,160700,162300,163800,165000,166200,167100,167900,168500,169100,169700,170300,171100,172000,173200,174400,175400,176400,177500,178500,179500,180400,181200,182100,183000,184200,185500,186800,187900,189100,190300,191500,192600,193800,195100,196500,197900,199600,201500,203400,205300,207400,209500,211800,214200,216700,219300,222000,224900,228100,231400,234800,238100,241400,244900,248300,251900,255500,259300,263200,267400,271600,275500,279100,282900,286900,290900,295300,299900,304700,309600,314700,320300,326300,333000,340200,348100,356600,365400,374300,383000,391400,399300,406600,413100,419000,424600,430000,435300,440800,446600,453200,460600,468100,475800,483200,489900,495900,501300,506400,511600,516700,521200,525000,527100,527200,525800,523800,521400,519100,517000,514600,512000,508700,504500,499400,493700,487300,480900,474300,467700,461000,453900,446100,437500,427600,417300,407300,399700,394500,390700,386600,382700,379000,375800,372300,368500,364200,359400,355500,353800,353400,353500,353700,353900,354200,354700,355000,353700,353500,355200,355800,352900,349900,347500,346200,345300,344400,342500,340500,339000,337400,335500,335000,335100,333700,331000,328800,327000,325300,324100,323700,323500,324000,325400,326300,326900,327900,329600,332300,336300,340400,344000,348300,354700,361800,368400,374500,380400,385900,390600,393600,395400,396300,397400,400200,404800,408800,411800,414800,418400,421400,423600,425500,427200,429200,432200,435100,436800,438800,441300,443300,444800,446100,448200,451000,453500,456000,458500,460100,461800,463600,465400,467200,470100,473800,477400,479100,481100,484400,488300,492300,495600,497900,500000,503200,507400,512200,516700,521300,525600,529400,534000,538200,540200,540800,541800,542800,542400,541100,540400,541200,542500,543600,545100,545600,544500,543300,543200,542300,541400,542400,545100
10723,Carson,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,566,157700,157900,158000,158000,158000,158100,158100,158200,158500,158800,159100,159100,159100,159000,159100,159300,159600,160100,160800,161800,163200,164900,166500,167800,169100,170200,171100,172000,172900,173700,174600,175500,176800,178100,179400,180400,181400,182300,183300,184200,185100,186100,187200,188400,189800,191400,192900,194200,195400,196700,198000,199400,200800,202400,204200,206300,208600,211100,213600,216000,218300,220500,222600,224600,226500,228500,230600,232900,235500,238300,241200,244100,247100,250200,253400,256700,260100,263800,267600,271800,276000,280000,283800,287900,292300,297000,302200,308000,314000,320000,326100,332100,338200,344700,351700,359500,368200,377300,386500,395500,404000,411800,419100,425700,431900,438200,444400,450800,457800,465200,473100,481600,490100,498800,507100,514700,521600,528000,533400,538400,543200,547400,550700,552800,553400,553300,553000,552300,551900,551900,551000,549200,546800,543800,539500,534100,527600,520700,513700,506400,499300,492500,484400,474700,463700,452200,440300,429600,420300,412200,404200,396200,388600,381900,374700,366400,357500,348400,340500,335800,333600,332600,332200,332300,331400,328500,328100,328800,328800,329000,331300,331500,331400,330200,329100,328000,327700,327400,325500,322500,320000,318300,316900,315800,313800,311600,310300,308400,305900,303800,303200,304700,309300,314900,318300,319700,321200,322600,324700,330100,337000,342700,348100,355000,361700,367200,372600,378500,383200,386400,387500,387100,386300,386800,389000,391800,392900,393200,393300,394200,395400,397700,400400,402700,404900,408200,412600,416900,420800,424600,429000,433500,436900,440300,443700,446300,448700,451600,453100,453700,454800,456800,459100,462000,465900,470400,474600,479500,484600,488600,490700,491300,491700,492700,494400,498100,503900,509500,513500,516600,519900,525400,531200,534400,536000,537500,538100,538200,538700,540300,543200,545500,547500,550700,553600,555100,556900,560200,562200,562600,563000,564600
44116,Bellflower,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,585,153800,154000,154100,154300,154400,154500,154700,154900,155300,155800,156200,156300,156300,156500,156600,156800,157100,157600,158300,159200,160400,161700,162900,163900,164700,165400,165900,166400,166700,167100,167600,168200,169000,170200,171200,172200,173100,174100,175100,176000,177000,178000,179100,180400,181900,183600,185300,186800,188300,189800,191200,192600,194100,195500,197000,198500,200100,201800,203500,205100,206600,208200,209800,211700,213700,215900,218400,221200,224500,228000,231600,235100,238700,242300,245800,249400,253000,256800,260600,264800,269000,272700,276200,279800,283700,287900,292700,298200,303900,309800,315800,321900,328300,335300,343000,351700,361300,371300,381500,391400,400800,409800,418300,425900,433200,440200,446900,453400,460000,466600,473700,481100,488300,495300,502000,508100,513500,518600,523700,529100,534500,539200,542800,544700,544700,543500,541900,539900,537900,535900,533500,530800,528000,524900,521400,517100,511700,505700,499400,492800,485900,478600,470200,460300,448600,436000,423200,412800,405000,398800,392400,386200,380200,374500,368500,362000,355000,347400,340900,337200,335700,335300,335600,336300,337200,338100,338600,337500,337700,340500,343000,342000,341100,340800,340500,339000,336800,334000,332300,332400,332100,329700,328100,327400,324600,320300,317300,315400,314500,314400,314900,316000,318100,321600,324800,326900,328400,329900,331500,334200,337300,340600,344800,350200,355000,359200,363800,368700,373400,376900,379000,380500,381600,382300,383200,384600,387500,391800,395800,399000,401000,402700,405700,409700,413600,417600,420600,423000,425800,428200,430000,431800,434100,436600,439000,441400,444200,447300,449700,451800,453300,454200,455500,458200,462500,467700,470900,472700,474900,477500,480700,483900,485900,487500,489800,492500,496500,500900,505200,508700,511200,515300,520500,524000,525000,524600,523700,523800,525100,527000,529600,531900,533600,535900,537100,536500,535700,535900,535000,533900,534800,537400
10241,Baldwin Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,597,135000,135100,134900,134800,134600,134500,134400,134300,134400,134700,134800,134700,134500,134400,134300,134300,134500,134700,135200,135800,136700,137700,138400,139000,139400,139700,139900,139900,140000,140100,140400,140700,141400,142100,142800,143300,143800,144300,144700,145200,145800,146400,147100,147900,149000,150300,151400,152400,153400,154300,155200,156100,157000,158000,159100,160200,161500,162800,164200,165300,166500,167600,168800,170000,171300,172700,174300,176100,178100,180300,182400,184400,186400,188400,190500,192600,195000,197500,200500,203600,206800,210100,213600,217600,222000,226900,232300,237900,243400,248700,253800,258900,264200,269700,275600,282100,289300,296900,304800,312700,320500,327900,334800,341000,347000,352900,358900,365500,372500,379600,386900,394200,401400,408500,415300,421600,427400,432500,436900,441100,445100,448600,451600,453900,455000,455600,455900,455900,455800,455800,455200,454300,453000,450900,447900,444000,438900,433300,427500,421400,415100,408800,401500,393100,383200,372700,362400,353600,346300,340100,333900,327800,321900,316500,310800,304700,298100,291100,285100,281400,279400,278400,278100,278100,278100,278400,278600,277300,276400,276700,277100,275900,274300,271800,270700,270600,270000,268100,266400,265000,264000,263200,262800,262800,262600,261500,260400,259400,258100,257000,257100,258000,259700,262100,264800,267000,269200,272000,274400,276600,279900,283500,287900,294400,301500,307600,311900,314800,317800,321900,324700,326800,329800,332600,335100,338200,341800,345800,350000,353400,354800,354700,354500,354400,354700,356200,358600,360700,362300,363300,364800,367700,371300,375700,380500,385200,389900,394400,396800,398300,399700,401300,402400,404100,406400,409500,412200,415500,418800,421500,423800,426400,429300,432200,435800,439400,441900,443200,444600,445600,445800,448700,454200,458400,460100,461400,463200,465500,468300,471600,476400,480700,483700,486000,486800,485200,483500,482000,479600,478200,478900,480400
39076,Huntington Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,616,150200,149800,149400,149000,148700,148300,148000,147900,147800,147800,147700,147600,147300,147000,146800,146500,146200,146000,145900,145800,146000,146400,146700,147000,147100,147300,147400,147500,147600,147700,148000,148200,148700,149300,149900,150400,150800,151300,151700,152200,152700,153300,154000,154700,155600,156600,157600,158400,159200,159900,160600,161300,161900,162600,163400,164400,165500,166700,168000,169000,170000,171000,171900,172900,173900,175000,176200,177700,179500,181500,183600,185700,187800,189900,192100,194400,196900,199400,202100,205300,208600,211300,213800,216800,220200,224100,228400,233000,237700,242600,247400,252200,257200,262500,268300,274600,281200,288100,295200,302500,309800,317200,324600,331700,338900,346700,354600,362800,371000,378900,386700,394500,401800,408800,415100,420400,424900,428800,432300,435900,440000,444600,449100,453000,455700,457900,459800,461100,462300,463700,464800,465700,466900,468100,468900,468800,467000,464400,461300,457400,452500,446900,439300,429500,417900,405600,392900,380800,369700,359500,349500,339700,330000,320900,311400,301300,290500,279700,270200,263700,259500,256500,254300,252700,251800,250500,249800,248600,247400,246600,246200,244300,242800,240500,238200,237300,237300,236400,235600,236200,237500,237600,237200,237000,237100,237200,237900,237800,237000,237200,238500,240400,243100,246600,249200,250700,251800,252900,253600,254800,255900,256700,258400,261500,265200,269900,275300,280100,284700,289700,293800,296100,298300,300900,303300,305200,306800,308600,311600,314900,315900,315500,315500,316600,318100,321100,324600,327700,330400,332900,334900,337000,339700,342900,346600,350600,354900,359300,362100,364000,365700,367400,369100,372000,375700,379300,382200,385200,388400,390800,394100,398000,401100,404000,407400,410200,412700,414800,417200,420600,424500,428200,431100,431900,431700,432100,432500,432400,432400,435300,440400,444000,445400,447300,448500,449400,450900,451800,451700,453500,457300,460400
32380,Lake Forest,CA,Los Angeles-Long Beach-Anaheim,Orange County,627,217300,217000,216700,216500,216300,216300,216500,216800,217500,218300,218900,219300,219700,220300,221000,221900,223000,224500,226200,228400,231200,234500,238000,241400,245100,249000,253100,257400,261600,265800,269800,273700,277500,281000,284000,286300,288300,289900,291300,292600,293900,295300,297000,299000,301500,304400,307200,309900,312500,315200,318000,320700,323600,326600,329700,332900,336200,339500,342600,345400,347900,350400,353000,355700,358600,361700,365000,368500,372200,376100,380100,384200,388600,393200,398500,404200,410300,416600,423100,429600,435900,441800,447300,453100,459400,466200,473500,481400,490000,499300,509500,520300,532000,544700,558700,574400,591500,608800,625400,640300,652600,662100,669500,675100,679900,684300,688100,691700,694900,697800,701100,705300,710100,715500,721400,727500,734000,740300,746000,750900,754500,756300,756400,754700,751500,747400,742700,737700,733400,729900,726000,721100,715000,708400,700900,692300,682800,673200,663800,654000,643200,631800,620300,609300,599300,591300,584900,579600,575000,571100,567600,564600,561800,558900,554800,549400,543200,537100,532300,529700,529400,530300,531900,534100,536600,538600,538800,537500,536900,537600,537400,537200,537900,538400,537700,534400,529800,526100,524400,524100,524100,522300,519200,515000,509800,504000,498900,496400,495400,494100,493700,494300,494400,495800,498800,502800,507100,512100,518400,525300,532200,539700,549100,561700,576500,588900,600600,610600,617300,621800,626000,628300,629700,632300,635700,637700,639400,641800,643000,644100,646600,650100,653500,657700,660900,663300,665900,669000,670700,672500,674900,676700,679000,683200,686300,687700,689700,691600,692500,694100,695100,695500,696200,698600,701600,703700,705900,709200,712600,716600,721000,723300,723800,725900,729700,732900,734800,736500,738100,741000,745300,751300,755600,757100,758700,761500,763800,766600,770900,772300,772200,772700,774500,774500,773400,770900,768300,766100,764100,762200,761700,763200
21412,Yorba Linda,CA,Los Angeles-Long Beach-Anaheim,Orange County,673,278100,277800,277600,277500,277400,277500,277800,278100,278800,279600,280200,280600,281100,281700,282600,283800,285300,287300,289600,292400,295900,299800,303700,307400,311300,315200,319200,323200,327100,330900,334700,338300,342000,345500,348600,351100,353300,355400,357400,359200,361100,363100,365400,367800,370600,373600,376600,379100,381700,384500,387500,390900,394500,398500,402800,407500,412200,416800,420700,423900,426600,428800,431000,433200,435700,438400,441700,445300,449400,453600,458000,462400,467100,472000,477300,483100,489200,495600,502300,509000,515500,521200,526600,532100,538200,544800,552300,561100,570900,581700,593000,604700,617300,631500,647800,666500,687000,707600,726400,742100,753900,762400,768700,773700,778300,783200,788100,793200,798200,803500,809900,817100,824400,831400,838100,844600,851300,857300,861900,864700,865200,863700,860800,856700,852000,847400,842700,837500,832100,826800,821100,814700,807600,801200,795300,788700,781400,773800,766000,757900,749000,739300,729700,720100,711000,703800,698300,692600,686900,681900,677800,674400,671200,667500,662900,656500,648900,641300,635600,632700,632500,633600,635400,637400,639300,640400,639800,640500,644500,647800,645800,641900,638800,636900,634800,629300,622700,619500,619200,617900,615000,610500,607500,607600,608100,605600,602400,602400,604300,603800,601900,601500,602100,604700,609300,613900,617300,622300,628500,635100,642500,651100,661100,673400,686900,699100,710100,718600,724700,729300,734000,737300,738500,740600,744300,746300,747000,749400,750500,749000,747500,747700,748000,749500,751600,752500,754000,757600,760800,762200,764900,768600,772200,776300,779700,782400,786600,791300,794200,796500,798300,800600,803200,806700,811400,814400,816300,818200,819300,821500,825300,828100,829600,831100,833500,837100,841300,846700,852900,858000,861700,868000,875400,879900,882300,884900,886200,886200,886800,884900,882800,882800,884500,884300,882600,879600,877300,876900,877000,877300,879400,883300
33612,Redondo Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,678,279100,279000,278900,278600,278400,278200,278100,278300,279000,280100,281300,282400,283800,285500,287600,290100,293000,296400,300200,304400,309300,314500,319400,323900,328300,332600,336700,340700,344600,348500,352300,356200,360400,364800,368800,372200,375300,378100,380400,382300,383800,385000,386200,387300,388800,390800,392700,394500,396400,398500,401000,403600,406300,409200,412300,415400,418700,421900,424800,427100,429200,431000,432900,434900,437200,439900,443400,447600,452500,458200,464300,470800,477700,484900,492600,500800,509300,518100,527300,537000,546700,555700,564600,574200,584000,593600,603000,612500,621800,631200,640800,650500,660800,671700,683600,697200,713000,730600,749200,767900,785900,802500,817300,829900,841000,850800,858800,864900,868900,871300,873600,876500,880100,884700,889800,894500,898700,902600,906000,909100,911500,912900,912700,909300,902100,892900,883100,873600,865000,857900,851500,845300,838700,831900,825000,818000,810500,803200,796000,788900,781600,774600,767500,760100,752000,744500,738100,733500,730200,727800,725800,724100,722900,722300,721200,719000,715200,710600,708500,712000,719100,726700,733700,739600,743900,747200,748900,746800,746200,747900,747200,741600,737900,734600,732300,729800,726600,721400,716600,712800,709100,704600,700900,698600,695400,691800,688900,687700,688300,690100,692200,697300,705700,714700,720300,722100,722900,724900,728000,734300,743300,751300,761000,775400,789500,801500,815200,829400,840300,848300,855400,860300,862000,863300,866600,868700,868500,869600,873600,877900,879600,881200,884500,886700,889100,895200,902600,909100,917300,925300,930900,935900,944500,955800,966900,976400,985200,993100,999300,1005500,1011500,1020500,1032900,1047500,1060100,1071900,1081200,1092000,1105400,1119900,1133000,1145000,1155300,1162300,1167400,1172300,1177900,1183700,1187200,1187400,1187400,1190400,1192800,1192800,1192000,1191300,1190000,1190300,1194800,1199400,1203800,1207000,1208800,1212600,1217900,1219200,1218300,1219000,1217700,1218100,1222000,1226300
32616,Lynwood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,681,135200,135300,135400,135400,135500,135500,135500,135500,135700,136000,136100,136000,136000,136000,136000,136100,136200,136400,136600,137000,137500,138100,138700,139000,139200,139300,139300,139100,139000,138800,138700,138800,139100,139600,140200,140600,141100,141700,142200,142700,143200,143600,144100,144600,145300,146000,146700,147300,147700,148300,148800,149300,150000,150600,151400,152200,153200,154400,155600,156700,157800,158900,160000,161100,162100,163300,164500,165800,167300,169000,170700,172500,174300,176300,178300,180500,182700,185200,187800,190800,193900,196700,199200,201800,204600,207600,211000,214900,219100,223500,228100,232900,237900,243200,249000,255300,262100,269000,276000,282800,289400,296100,302800,309300,316000,323000,330100,337300,344900,352700,360900,369500,377900,385900,393300,399500,405000,410000,414900,420000,425400,430900,436100,440500,443600,446200,448600,450800,452900,454700,455600,455800,455100,453700,451400,448100,443700,439100,434200,429100,423500,417500,410600,402500,393200,383400,372900,362200,351700,341800,332200,322900,313700,305000,296100,286600,276500,266200,257400,251800,248700,246200,244100,242400,241300,240700,240400,239800,240100,241000,241400,240500,240100,239600,239100,238700,238100,236700,235400,235300,235000,234700,235600,237000,237200,237100,237700,238000,237600,237800,238300,239000,240900,243900,245700,246500,247800,249400,250800,253300,256800,259700,263000,267700,272500,276700,281000,285100,288000,290100,291700,293200,294300,295500,297800,300600,302700,304800,307400,310000,312400,314300,315900,317300,319400,322600,325800,328100,330400,333200,335600,337200,338600,340600,342900,345000,347300,350100,352600,355600,359000,361700,364600,368300,372300,376000,379100,382300,385800,388700,390800,392600,393900,395100,396500,398500,401400,404400,407700,411200,413800,416300,419000,419800,418800,418300,418500,418700,419200,420800,424100,426800,428300,430700,433300,434900,436300,437500,436800,436600,438900,441700
50749,Arcadia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,710,306200,306400,306700,307000,307300,307700,308300,309100,310300,311700,313000,314100,315300,316600,317900,319500,321300,323300,325600,328100,331200,334400,337300,339700,341700,343200,344500,345600,346600,347800,349300,351000,353200,355800,358100,360100,361900,363500,365000,366500,368200,370200,372500,375100,378400,382100,385800,389300,392800,396200,399500,402600,405500,408200,410700,413200,415800,418400,420800,422900,424800,426700,428700,430800,432900,435300,438000,441000,444500,448500,452800,457300,462100,467200,472700,478800,485200,492200,499700,508000,516500,524200,531300,538700,546600,555000,563800,572700,581300,589800,598700,608100,618300,629600,642400,656700,672500,688700,704500,719300,732500,744000,753500,761000,766900,772200,777100,781500,785700,790600,797200,806000,816300,827200,837900,847500,856500,865200,873300,880500,886300,890100,891300,889800,885800,880900,875900,870600,865700,861800,857800,852800,847000,840900,834400,827700,820100,812300,804700,797400,790200,783600,776100,767200,757400,748900,742000,738500,737500,738000,738800,740300,742600,746400,749400,750500,749600,747700,747700,752900,762000,772800,784000,794200,800800,802100,803300,806000,811400,817100,820200,815400,810200,804100,797700,792500,791400,790500,790000,790100,788500,786800,788400,790000,789200,788400,787300,786400,784700,782100,778200,776000,779900,787700,793000,797900,804400,811000,818200,829000,841800,854000,866300,881600,897800,914900,933300,951100,966900,979700,989500,997400,1003600,1010600,1024800,1045900,1071600,1095000,1113900,1128400,1135600,1140500,1152000,1161300,1169500,1184800,1200100,1206400,1206200,1202300,1197600,1194000,1191300,1192000,1193200,1195000,1195800,1194900,1191900,1190300,1185400,1177600,1173400,1176100,1181300,1185400,1187900,1189600,1192000,1195100,1198100,1199700,1197400,1192900,1191500,1197100,1207100,1219900,1227300,1229000,1229600,1240600,1257900,1269200,1272200,1274400,1274000,1269900,1267600,1265800,1264600,1264300,1264500,1263900,1259700,1249900,1239300,1232100,1223900,1214200,1206800,1204100
